,term,df,sumsq,meansq,statistic,p.value,feature,neg_log_p,dataset
2546,Metadata_treatment_time,1,0.486981465,0.486981465,0.63320665,0.427179803,Nuclei_Intensity_MinIntensityEdge_AGP,0.369389289,bortezomib
2547,Metadata_batch,4,10.30159092,2.57539773,3.348708494,0.011230078,Nuclei_Intensity_MinIntensityEdge_AGP,1.949617233,bortezomib
2548,Metadata_clone_number,8,25.80149194,3.225186493,4.193608341,0.000121015,Nuclei_Intensity_MinIntensityEdge_AGP,3.917160417,bortezomib
2549,Metadata_clone_type_indicator,1,1.662753344,1.662753344,3.231779752,0.073818346,Nuclei_Intensity_MinIntensityEdge_Mito,1.13183569,bortezomib
2550,Metadata_treatment_time,1,0.022668183,0.022668183,0.044058595,0.83397073,Nuclei_Intensity_MinIntensityEdge_Mito,0.078849191,bortezomib
2551,Metadata_batch,4,8.635899298,2.158974824,4.196251444,0.002805174,Nuclei_Intensity_MinIntensityEdge_Mito,2.552040205,bortezomib
2552,Metadata_clone_number,8,19.53568761,2.441960951,4.746272191,2.52E-05,Nuclei_Intensity_MinIntensityEdge_Mito,4.598189382,bortezomib
2553,Metadata_clone_type_indicator,1,10.41799712,10.41799712,16.58202748,6.85E-05,Nuclei_Intensity_MinIntensityEdge_RNA,4.164540076,bortezomib
2554,Metadata_treatment_time,1,0.296208908,0.296208908,0.47146723,0.493154509,Nuclei_Intensity_MinIntensityEdge_RNA,0.307016992,bortezomib
2555,Metadata_batch,4,9.097811884,2.274452971,3.620181617,0.007212649,Nuclei_Intensity_MinIntensityEdge_RNA,2.141905191,bortezomib
2556,Metadata_clone_number,8,34.16415862,4.270519828,6.797264033,7.82E-08,Nuclei_Intensity_MinIntensityEdge_RNA,7.106970243,bortezomib
2557,Metadata_clone_type_indicator,1,10.11356838,10.11356838,29.99223732,1.37E-07,Nuclei_Intensity_MinIntensity_DNA,6.863342936,bortezomib
2558,Metadata_treatment_time,1,0.001828485,0.001828485,0.005422452,0.941376863,Nuclei_Intensity_MinIntensity_DNA,0.02623648,bortezomib
2559,Metadata_batch,4,6.578923191,1.644730798,4.877522411,0.000914592,Nuclei_Intensity_MinIntensity_DNA,3.038772615,bortezomib
2560,Metadata_clone_number,8,18.78180168,2.34772521,6.962283641,4.94E-08,Nuclei_Intensity_MinIntensity_DNA,7.305940174,bortezomib
2561,Metadata_clone_type_indicator,1,13.03573766,13.03573766,29.00264334,2.13E-07,Nuclei_Intensity_MinIntensity_ER,6.67158603,bortezomib
2562,Metadata_treatment_time,1,0.165394564,0.165394564,0.367979141,0.544835835,Nuclei_Intensity_MinIntensity_ER,0.263734336,bortezomib
2563,Metadata_batch,4,7.041934108,1.760483527,3.916822902,0.004437849,Nuclei_Intensity_MinIntensity_ER,2.352827526,bortezomib
2564,Metadata_clone_number,8,32.54084286,4.067605357,9.049837488,1.70E-10,Nuclei_Intensity_MinIntensity_ER,9.770812267,bortezomib
2565,Metadata_clone_type_indicator,1,12.62832361,12.62832361,24.42835983,1.69E-06,Nuclei_Intensity_StdIntensityEdge_DNA,5.770976377,bortezomib
2566,Metadata_treatment_time,1,1.73809867,1.73809867,3.362196049,0.068281815,Nuclei_Intensity_StdIntensityEdge_DNA,1.165694941,bortezomib
2567,Metadata_batch,4,3.695923424,0.923980856,1.787358127,0.133038999,Nuclei_Intensity_StdIntensityEdge_DNA,0.876021031,bortezomib
2568,Metadata_clone_number,8,83.44917326,10.43114666,20.17811801,6.97E-22,Nuclei_Intensity_StdIntensityEdge_DNA,21.15701257,bortezomib
2569,Metadata_clone_type_indicator,1,16.89319845,16.89319845,47.21007992,8.97E-11,Nuclei_Neighbors_AngleBetweenNeighbors_2,10.04696782,bortezomib
2570,Metadata_treatment_time,1,0.288916296,0.288916296,0.807411425,0.370029981,Nuclei_Neighbors_AngleBetweenNeighbors_2,0.431763086,bortezomib
2571,Metadata_batch,4,3.330983429,0.832745857,2.327208705,0.05782155,Nuclei_Neighbors_AngleBetweenNeighbors_2,1.237910271,bortezomib
2572,Metadata_clone_number,8,76.55939909,9.569924887,26.74430897,1.96E-27,Nuclei_Neighbors_AngleBetweenNeighbors_2,26.70836544,bortezomib
2573,Metadata_clone_type_indicator,1,3.37726377,3.37726377,5.952730882,0.015617237,Nuclei_Neighbors_FirstClosestDistance_2,1.806395797,bortezomib
2574,Metadata_treatment_time,1,0.497467743,0.497467743,0.8768316,0.350265903,Nuclei_Neighbors_FirstClosestDistance_2,0.455602137,bortezomib
2575,Metadata_batch,4,7.537214628,1.884303657,3.321254523,0.011743005,Nuclei_Neighbors_FirstClosestDistance_2,1.930220755,bortezomib
2576,Metadata_clone_number,8,45.53544643,5.691930804,10.03253953,1.27E-11,Nuclei_Neighbors_FirstClosestDistance_2,10.89479076,bortezomib
2577,Metadata_clone_type_indicator,1,17.96748656,17.96748656,41.14186843,1.11E-09,Nuclei_Neighbors_PercentTouching_2,8.955843685,bortezomib
2578,Metadata_treatment_time,1,4.849095027,4.849095027,11.10343558,0.001036531,Nuclei_Neighbors_PercentTouching_2,2.98441777,bortezomib
2579,Metadata_batch,4,6.124626683,1.531156671,3.506035531,0.008690542,Nuclei_Neighbors_PercentTouching_2,2.060953137,bortezomib
2580,Metadata_clone_number,8,89.89560302,11.23695038,25.7303175,1.27E-26,Nuclei_Neighbors_PercentTouching_2,25.89712089,bortezomib
2581,Metadata_clone_type_indicator,1,8.876898872,8.876898872,19.04114919,2.10E-05,Nuclei_Neighbors_SecondClosestDistance_2,4.67731729,bortezomib
2582,Metadata_treatment_time,1,1.569461232,1.569461232,3.366529899,0.068105703,Nuclei_Neighbors_SecondClosestDistance_2,1.166816522,bortezomib
2583,Metadata_batch,4,8.759696929,2.189924232,4.697437091,0.001230133,Nuclei_Neighbors_SecondClosestDistance_2,2.910047792,bortezomib
2584,Metadata_clone_number,8,66.53435024,8.31679378,17.83971107,1.02E-19,Nuclei_Neighbors_SecondClosestDistance_2,18.99229994,bortezomib
2585,Metadata_clone_type_indicator,1,4.26502268,4.26502268,15.83717019,9.83E-05,Nuclei_Neighbors_SecondClosestObjectNumber_2,4.007338294,bortezomib
2586,Metadata_treatment_time,1,0.207137254,0.207137254,0.769156036,0.381591662,Nuclei_Neighbors_SecondClosestObjectNumber_2,0.418401123,bortezomib
2587,Metadata_batch,4,5.201635375,1.300408844,4.828765922,0.000991012,Nuclei_Neighbors_SecondClosestObjectNumber_2,3.00392095,bortezomib
2588,Metadata_clone_number,8,28.43922469,3.554903086,13.20030617,4.43E-15,Nuclei_Neighbors_SecondClosestObjectNumber_2,14.3538704,bortezomib
2589,Metadata_clone_type_indicator,1,47.0577026,47.0577026,106.2852709,4.67E-20,Nuclei_RadialDistribution_FracAtD_AGP_1of4,19.3311434,bortezomib
2590,Metadata_treatment_time,1,0.355957851,0.355957851,0.803972028,0.371049108,Nuclei_RadialDistribution_FracAtD_AGP_1of4,0.430568608,bortezomib
2591,Metadata_batch,4,3.198712297,0.799678074,1.806165538,0.129312172,Nuclei_RadialDistribution_FracAtD_AGP_1of4,0.888360594,bortezomib
2592,Metadata_clone_number,8,65.98047916,8.247559895,18.62806914,1.84E-20,Nuclei_RadialDistribution_FracAtD_AGP_1of4,19.73424663,bortezomib
2593,Metadata_clone_type_indicator,1,18.43219438,18.43219438,60.01387796,5.59E-13,Nuclei_RadialDistribution_FracAtD_AGP_3of4,12.25225466,bortezomib
2594,Metadata_treatment_time,1,0.083719111,0.083719111,0.272583308,0.602215471,Nuclei_RadialDistribution_FracAtD_AGP_3of4,0.220248091,bortezomib
2595,Metadata_batch,4,4.77918436,1.19479609,3.890168759,0.004636088,Nuclei_RadialDistribution_FracAtD_AGP_3of4,2.333848315,bortezomib
2596,Metadata_clone_number,8,100.7290599,12.59113249,40.9958073,1.97E-37,Nuclei_RadialDistribution_FracAtD_AGP_3of4,36.7061834,bortezomib
2597,Metadata_clone_type_indicator,1,51.31527234,51.31527234,107.9921754,2.69E-20,Nuclei_RadialDistribution_FracAtD_AGP_4of4,19.5698448,bortezomib
2598,Metadata_treatment_time,1,0.602234148,0.602234148,1.267392197,0.261683978,Nuclei_RadialDistribution_FracAtD_AGP_4of4,0.582222867,bortezomib
2599,Metadata_batch,4,4.817309043,1.204327261,2.534487587,0.04167054,Nuclei_RadialDistribution_FracAtD_AGP_4of4,1.380170873,bortezomib
2600,Metadata_clone_number,8,54.3913987,6.798924837,14.30822931,3.12E-16,Nuclei_RadialDistribution_FracAtD_AGP_4of4,15.50594757,bortezomib
2601,Metadata_clone_type_indicator,1,13.26119691,13.26119691,29.19888965,1.95E-07,Nuclei_RadialDistribution_FracAtD_DNA_1of4,6.709697386,bortezomib
2602,Metadata_treatment_time,1,1.809675433,1.809675433,3.984596082,0.047353747,Nuclei_RadialDistribution_FracAtD_DNA_1of4,1.32464565,bortezomib
2603,Metadata_batch,4,10.27338719,2.568346798,5.655060795,0.000254597,Nuclei_RadialDistribution_FracAtD_DNA_1of4,3.594146842,bortezomib
2604,Metadata_clone_number,8,45.73829134,5.717286418,12.58848778,1.97E-14,Nuclei_RadialDistribution_FracAtD_DNA_1of4,13.70508337,bortezomib
2605,Metadata_clone_type_indicator,1,23.80552578,23.80552578,82.17952716,1.59E-16,Nuclei_RadialDistribution_FracAtD_DNA_3of4,15.7998374,bortezomib
2606,Metadata_treatment_time,1,0.166058456,0.166058456,0.573253686,0.449911735,Nuclei_RadialDistribution_FracAtD_DNA_3of4,0.346872679,bortezomib
2607,Metadata_batch,4,5.368968814,1.342242204,4.633580903,0.001366446,Nuclei_RadialDistribution_FracAtD_DNA_3of4,2.864407573,bortezomib
2608,Metadata_clone_number,8,66.79100293,8.348875366,28.82131806,4.76E-29,Nuclei_RadialDistribution_FracAtD_DNA_3of4,28.32282241,bortezomib
2609,Metadata_clone_type_indicator,1,18.94028213,18.94028213,47.69084465,7.38E-11,Nuclei_RadialDistribution_FracAtD_DNA_4of4,10.13208954,bortezomib
2610,Metadata_treatment_time,1,0.70816452,0.70816452,1.783128883,0.183371603,Nuclei_RadialDistribution_FracAtD_DNA_4of4,0.736667919,bortezomib
2611,Metadata_batch,4,9.253037838,2.31325946,5.824691353,0.000192708,Nuclei_RadialDistribution_FracAtD_DNA_4of4,3.715099717,bortezomib
2612,Metadata_clone_number,8,49.34888721,6.168610902,15.53230634,1.80E-17,Nuclei_RadialDistribution_FracAtD_DNA_4of4,16.74561619,bortezomib
2613,Metadata_clone_type_indicator,1,116.3492065,116.3492065,538.0159714,3.45E-57,Nuclei_RadialDistribution_FracAtD_ER_1of4,56.46254902,bortezomib
2614,Metadata_treatment_time,1,0.002425728,0.002425728,0.011216925,0.915766096,Nuclei_RadialDistribution_FracAtD_ER_1of4,0.038215439,bortezomib
2615,Metadata_batch,4,2.95319727,0.738299317,3.414005444,0.010097421,Nuclei_RadialDistribution_FracAtD_ER_1of4,1.995789537,bortezomib
2616,Metadata_clone_number,8,51.85882768,6.48235346,29.97536294,6.40E-30,Nuclei_RadialDistribution_FracAtD_ER_1of4,29.1937453,bortezomib
2617,Metadata_clone_type_indicator,1,129.4390068,129.4390068,528.8793795,1.14E-56,Nuclei_RadialDistribution_FracAtD_ER_2of4,55.94255097,bortezomib
2618,Metadata_treatment_time,1,0.022570213,0.022570213,0.092220424,0.761707146,Nuclei_RadialDistribution_FracAtD_ER_2of4,0.11821197,bortezomib
2619,Metadata_batch,4,4.096576135,1.024144034,4.184586041,0.00285946,Nuclei_RadialDistribution_FracAtD_ER_2of4,2.54371601,bortezomib
2620,Metadata_clone_number,8,33.73021341,4.216276676,17.22743281,3.92E-19,Nuclei_RadialDistribution_FracAtD_ER_2of4,18.40723116,bortezomib
2621,Metadata_clone_type_indicator,1,107.7197598,107.7197598,403.13184,9.50E-49,Nuclei_RadialDistribution_FracAtD_ER_4of4,48.02233896,bortezomib
2622,Metadata_treatment_time,1,0.0551019,0.0551019,0.206214074,0.650272147,Nuclei_RadialDistribution_FracAtD_ER_4of4,0.186904847,bortezomib
2623,Metadata_batch,4,5.384577423,1.346144356,5.037828269,0.000702499,Nuclei_RadialDistribution_FracAtD_ER_4of4,3.153354314,bortezomib
2624,Metadata_clone_number,8,45.03276891,5.629096113,21.06640303,1.12E-22,Nuclei_RadialDistribution_FracAtD_ER_4of4,21.95166327,bortezomib
2625,Metadata_clone_type_indicator,1,115.2045891,115.2045891,307.1047298,1.82E-41,Nuclei_RadialDistribution_FracAtD_Mito_1of4,40.740153,bortezomib
2626,Metadata_treatment_time,1,0.486190065,0.486190065,1.296053133,0.256376422,Nuclei_RadialDistribution_FracAtD_Mito_1of4,0.591121918,bortezomib
2627,Metadata_batch,4,4.587720201,1.14693005,3.05740983,0.018014284,Nuclei_RadialDistribution_FracAtD_Mito_1of4,1.744382991,bortezomib
2628,Metadata_clone_number,8,55.52659688,6.94082461,18.50238851,2.42E-20,Nuclei_RadialDistribution_FracAtD_Mito_1of4,19.61680987,bortezomib
2629,Metadata_clone_type_indicator,1,102.484592,102.484592,265.6867648,7.08E-38,Nuclei_RadialDistribution_FracAtD_Mito_2of4,37.14997005,bortezomib
2630,Metadata_treatment_time,1,0.553688494,0.553688494,1.435412894,0.232383331,Nuclei_RadialDistribution_FracAtD_Mito_2of4,0.633795028,bortezomib
2631,Metadata_batch,4,3.505440663,0.876360166,2.271924908,0.063062644,Nuclei_RadialDistribution_FracAtD_Mito_2of4,1.200227824,bortezomib
2632,Metadata_clone_number,8,69.38549431,8.673186789,22.48485254,6.44E-24,Nuclei_RadialDistribution_FracAtD_Mito_2of4,23.1907897,bortezomib
2633,Metadata_clone_type_indicator,1,31.08964876,31.08964876,166.8131177,9.13E-28,Nuclei_RadialDistribution_FracAtD_Mito_3of4,27.03974321,bortezomib
2634,Metadata_treatment_time,1,0.138309958,0.138309958,0.742109229,0.39007766,Nuclei_RadialDistribution_FracAtD_Mito_3of4,0.408848921,bortezomib
2635,Metadata_batch,4,1.599254102,0.399813525,2.14522014,0.076853863,Nuclei_RadialDistribution_FracAtD_Mito_3of4,1.114334297,bortezomib
2636,Metadata_clone_number,8,139.8229656,17.4778707,93.77841881,1.22E-61,Nuclei_RadialDistribution_FracAtD_Mito_3of4,60.91510178,bortezomib
2637,Metadata_clone_type_indicator,1,74.66507632,74.66507632,268.5610144,3.89E-38,Nuclei_RadialDistribution_FracAtD_Mito_4of4,37.4095395,bortezomib
2638,Metadata_treatment_time,1,0.331192525,0.331192525,1.191258414,0.276465281,Nuclei_RadialDistribution_FracAtD_Mito_4of4,0.558359401,bortezomib
2639,Metadata_batch,4,1.760153584,0.440038396,1.582763506,0.180547794,Nuclei_RadialDistribution_FracAtD_Mito_4of4,0.743407813,bortezomib
2640,Metadata_clone_number,8,104.1794007,13.02242509,46.8400471,6.31E-41,Nuclei_RadialDistribution_FracAtD_Mito_4of4,40.19966924,bortezomib
2641,Metadata_clone_type_indicator,1,80.56501195,80.56501195,272.9926958,1.56E-38,Nuclei_RadialDistribution_FracAtD_RNA_1of4,37.80656096,bortezomib
2642,Metadata_treatment_time,1,0.127052032,0.127052032,0.430512897,0.512535382,Nuclei_RadialDistribution_FracAtD_RNA_1of4,0.290276149,bortezomib
2643,Metadata_batch,4,5.215589102,1.303897276,4.418226023,0.001947473,Nuclei_RadialDistribution_FracAtD_RNA_1of4,2.710528492,bortezomib
2644,Metadata_clone_number,8,44.59301007,5.574126259,18.88779903,1.06E-20,Nuclei_RadialDistribution_FracAtD_RNA_1of4,19.97593725,bortezomib
2645,Metadata_clone_type_indicator,1,80.48409567,80.48409567,254.0729729,8.24E-37,Nuclei_RadialDistribution_FracAtD_RNA_2of4,36.08405388,bortezomib
2646,Metadata_treatment_time,1,0.096799193,0.096799193,0.305576631,0.581060518,Nuclei_RadialDistribution_FracAtD_RNA_2of4,0.235778633,bortezomib
2647,Metadata_batch,4,5.914014629,1.478503657,4.667354669,0.001292569,Nuclei_RadialDistribution_FracAtD_RNA_2of4,2.888546382,bortezomib
2648,Metadata_clone_number,8,44.4184476,5.552305951,17.52757322,2.02E-19,Nuclei_RadialDistribution_FracAtD_RNA_2of4,18.69501154,bortezomib
2649,Metadata_clone_type_indicator,1,69.84815841,69.84815841,261.7913303,1.60E-37,Nuclei_RadialDistribution_FracAtD_RNA_4of4,36.79553112,bortezomib
2650,Metadata_treatment_time,1,0.270640433,0.270640433,1.01436202,0.315147778,Nuclei_RadialDistribution_FracAtD_RNA_4of4,0.50148575,bortezomib
2651,Metadata_batch,4,5.88957464,1.47239366,5.518540556,0.000318616,Nuclei_RadialDistribution_FracAtD_RNA_4of4,3.496732499,bortezomib
2652,Metadata_clone_number,8,57.72588348,7.215735435,27.0446211,1.13E-27,Nuclei_RadialDistribution_FracAtD_RNA_4of4,26.94566408,bortezomib
2653,Metadata_clone_type_indicator,1,32.05591014,32.05591014,49.61239711,3.39E-11,Nuclei_RadialDistribution_MeanFrac_AGP_1of4,10.47043399,bortezomib
2654,Metadata_treatment_time,1,0.068818553,0.068818553,0.106509327,0.744514861,Nuclei_RadialDistribution_MeanFrac_AGP_1of4,0.128126629,bortezomib
2655,Metadata_batch,4,4.341922686,1.085480671,1.679980319,0.156302724,Nuclei_RadialDistribution_MeanFrac_AGP_1of4,0.806033452,bortezomib
2656,Metadata_clone_number,8,15.87956264,1.98494533,3.072066759,0.002814388,Nuclei_RadialDistribution_MeanFrac_AGP_1of4,2.55061601,bortezomib
2657,Metadata_clone_type_indicator,1,25.69890105,25.69890105,45.09102666,2.14E-10,Nuclei_RadialDistribution_MeanFrac_AGP_2of4,9.669499832,bortezomib
2658,Metadata_treatment_time,1,0.084947365,0.084947365,0.149047769,0.699881248,Nuclei_RadialDistribution_MeanFrac_AGP_2of4,0.154975643,bortezomib
2659,Metadata_batch,4,4.075852383,1.018963096,1.787862136,0.132937832,Nuclei_RadialDistribution_MeanFrac_AGP_2of4,0.876351409,bortezomib
2660,Metadata_clone_number,8,28.59262178,3.574077722,6.2710399,3.40E-07,Nuclei_RadialDistribution_MeanFrac_AGP_2of4,6.469005907,bortezomib
2661,Metadata_clone_type_indicator,1,6.509360968,6.509360968,18.24998162,3.07E-05,Nuclei_RadialDistribution_MeanFrac_AGP_3of4,4.513345425,bortezomib
2662,Metadata_treatment_time,1,0.021273511,0.021273511,0.059643518,0.807325179,Nuclei_RadialDistribution_MeanFrac_AGP_3of4,0.092951503,bortezomib
2663,Metadata_batch,4,5.773883486,1.443470872,4.046989713,0.00358446,Nuclei_RadialDistribution_MeanFrac_AGP_3of4,2.44557623,bortezomib
2664,Metadata_clone_number,8,86.76398099,10.84549762,30.40699897,3.06E-30,Nuclei_RadialDistribution_MeanFrac_AGP_3of4,29.51489397,bortezomib
2665,Metadata_clone_type_indicator,1,18.42741908,18.42741908,43.66203667,3.87E-10,Nuclei_RadialDistribution_MeanFrac_AGP_4of4,9.412820316,bortezomib
2666,Metadata_treatment_time,1,0.031073248,0.031073248,0.073625138,0.786426045,Nuclei_RadialDistribution_MeanFrac_AGP_4of4,0.104342112,bortezomib
2667,Metadata_batch,4,4.712969797,1.178242449,2.791734685,0.027635556,Nuclei_RadialDistribution_MeanFrac_AGP_4of4,1.558531797,bortezomib
2668,Metadata_clone_number,8,53.17410607,6.646763258,15.7488805,1.09E-17,Nuclei_RadialDistribution_MeanFrac_AGP_4of4,16.96141693,bortezomib
2669,Metadata_clone_type_indicator,1,2.577458793,2.577458793,6.279459763,0.013058837,Nuclei_RadialDistribution_MeanFrac_DNA_1of4,1.884095492,bortezomib
2670,Metadata_treatment_time,1,0.288834982,0.288834982,0.703688319,0.402606854,Nuclei_RadialDistribution_MeanFrac_DNA_1of4,0.395118836,bortezomib
2671,Metadata_batch,4,8.409633871,2.102408468,5.122095225,0.000611538,Nuclei_RadialDistribution_MeanFrac_DNA_1of4,3.213576861,bortezomib
2672,Metadata_clone_number,8,80.74763648,10.09345456,24.59067122,1.08E-25,Nuclei_RadialDistribution_MeanFrac_DNA_1of4,24.96635037,bortezomib
2673,Metadata_clone_type_indicator,1,6.840513859,6.840513859,22.64132843,3.87E-06,Nuclei_RadialDistribution_MeanFrac_DNA_3of4,5.412389344,bortezomib
2674,Metadata_treatment_time,1,0.030840104,0.030840104,0.10207726,0.74970381,Nuclei_RadialDistribution_MeanFrac_DNA_3of4,0.125110282,bortezomib
2675,Metadata_batch,4,5.941702223,1.485425556,4.916590852,0.000857632,Nuclei_RadialDistribution_MeanFrac_DNA_3of4,3.066698816,bortezomib
2676,Metadata_clone_number,8,62.95299133,7.869123916,26.04591156,7.06E-27,Nuclei_RadialDistribution_MeanFrac_DNA_3of4,26.15128834,bortezomib
2677,Metadata_clone_type_indicator,1,116.4302936,116.4302936,431.402589,1.15E-50,Nuclei_RadialDistribution_MeanFrac_ER_1of4,49.94097531,bortezomib
2678,Metadata_treatment_time,1,0.012442298,0.012442298,0.046101742,0.830222454,Nuclei_RadialDistribution_MeanFrac_ER_1of4,0.080805525,bortezomib
2679,Metadata_batch,4,4.602005188,1.150501297,4.262887458,0.002514198,Nuclei_RadialDistribution_MeanFrac_ER_1of4,2.599600544,bortezomib
2680,Metadata_clone_number,8,26.08309275,3.260386593,12.08052625,6.93E-14,Nuclei_RadialDistribution_MeanFrac_ER_1of4,13.15949622,bortezomib
2681,Metadata_clone_type_indicator,1,98.71890227,98.71890227,325.4810373,5.79E-43,Nuclei_RadialDistribution_MeanFrac_ER_2of4,42.23751922,bortezomib
2682,Metadata_treatment_time,1,0.013453974,0.013453974,0.044358408,0.833415101,Nuclei_RadialDistribution_MeanFrac_ER_2of4,0.079138634,bortezomib
2683,Metadata_batch,4,4.669693644,1.167423411,3.849051945,0.004959292,Nuclei_RadialDistribution_MeanFrac_ER_2of4,2.30458033,bortezomib
2684,Metadata_clone_number,8,32.99120036,4.123900044,13.59669965,1.70E-15,Nuclei_RadialDistribution_MeanFrac_ER_2of4,14.76940444,bortezomib
2685,Metadata_clone_type_indicator,1,30.48184977,30.48184977,90.45391766,8.97E-18,Nuclei_RadialDistribution_MeanFrac_ER_3of4,17.0472265,bortezomib
2686,Metadata_treatment_time,1,0.076848838,0.076848838,0.228046479,0.633527925,Nuclei_RadialDistribution_MeanFrac_ER_3of4,0.198234237,bortezomib
2687,Metadata_batch,4,4.467484504,1.116871126,3.314279469,0.011876967,Nuclei_RadialDistribution_MeanFrac_ER_3of4,1.925294438,bortezomib
2688,Metadata_clone_number,8,96.99375301,12.12421913,35.97823383,3.53E-34,Nuclei_RadialDistribution_MeanFrac_ER_3of4,33.45267992,bortezomib
2689,Metadata_clone_type_indicator,1,66.64063711,66.64063711,210.423754,1.55E-32,Nuclei_RadialDistribution_MeanFrac_ER_4of4,31.80957686,bortezomib
2690,Metadata_treatment_time,1,0.09688603,0.09688603,0.30592628,0.580844448,Nuclei_RadialDistribution_MeanFrac_ER_4of4,0.235940157,bortezomib
2691,Metadata_batch,4,4.49303061,1.123257653,3.546786198,0.00813134,Nuclei_RadialDistribution_MeanFrac_ER_4of4,2.08983786,bortezomib
2692,Metadata_clone_number,8,58.98904573,7.373630717,23.28289649,1.34E-24,Nuclei_RadialDistribution_MeanFrac_ER_4of4,23.87243698,bortezomib
2693,Metadata_clone_type_indicator,1,79.62049741,79.62049741,223.2480697,7.72E-34,Nuclei_RadialDistribution_MeanFrac_Mito_1of4,33.1124343,bortezomib
2694,Metadata_treatment_time,1,0.781991446,0.781991446,2.192627356,0.140337708,Nuclei_RadialDistribution_MeanFrac_Mito_1of4,0.852825621,bortezomib
2695,Metadata_batch,4,1.841189638,0.46029741,1.290628814,0.275196592,Nuclei_RadialDistribution_MeanFrac_Mito_1of4,0.560356949,bortezomib
2696,Metadata_clone_number,8,62.44303419,7.805379273,21.88551833,2.13E-23,Nuclei_RadialDistribution_MeanFrac_Mito_1of4,22.67160246,bortezomib
2697,Metadata_clone_type_indicator,1,57.17341973,57.17341973,225.7053935,4.39E-34,Nuclei_RadialDistribution_MeanFrac_Mito_2of4,33.35740988,bortezomib
2698,Metadata_treatment_time,1,0.42924764,0.42924764,1.694555057,0.194585985,Nuclei_RadialDistribution_MeanFrac_Mito_2of4,0.710888442,bortezomib
2699,Metadata_batch,4,1.454591155,0.363647789,1.435584362,0.223806913,Nuclei_RadialDistribution_MeanFrac_Mito_2of4,0.650126503,bortezomib
2700,Metadata_clone_number,8,89.33077368,11.16634671,44.08175495,2.59E-39,Nuclei_RadialDistribution_MeanFrac_Mito_2of4,38.58749146,bortezomib
2701,Metadata_clone_type_indicator,1,38.45051285,38.45051285,192.4216594,1.24E-30,Nuclei_RadialDistribution_MeanFrac_Mito_4of4,29.90766049,bortezomib
2702,Metadata_treatment_time,1,0.194409067,0.194409067,0.972900292,0.325218947,Nuclei_RadialDistribution_MeanFrac_Mito_4of4,0.487824161,bortezomib
2703,Metadata_batch,4,2.466621335,0.616655334,3.085988556,0.017200558,Nuclei_RadialDistribution_MeanFrac_Mito_4of4,1.764457466,bortezomib
2704,Metadata_clone_number,8,107.4918421,13.43648026,67.24149136,3.18E-51,Nuclei_RadialDistribution_MeanFrac_Mito_4of4,50.497632,bortezomib
2705,Metadata_clone_type_indicator,1,62.6876433,62.6876433,172.0547402,2.27E-28,Nuclei_RadialDistribution_MeanFrac_RNA_1of4,27.64338814,bortezomib
2706,Metadata_treatment_time,1,0.0444549,0.0444549,0.122012504,0.727250805,Nuclei_RadialDistribution_MeanFrac_RNA_1of4,0.138315789,bortezomib
2707,Metadata_batch,4,6.300874894,1.575218724,4.323401454,0.002276118,Nuclei_RadialDistribution_MeanFrac_RNA_1of4,2.642805144,bortezomib
2708,Metadata_clone_number,8,15.38506032,1.923132539,5.278298113,5.58E-06,Nuclei_RadialDistribution_MeanFrac_RNA_1of4,5.253571162,bortezomib
2709,Metadata_clone_type_indicator,1,49.03897476,49.03897476,144.2030673,4.70E-25,Nuclei_RadialDistribution_MeanFrac_RNA_2of4,24.32828844,bortezomib
2710,Metadata_treatment_time,1,0.066502623,0.066502623,0.195556337,0.658837423,Nuclei_RadialDistribution_MeanFrac_RNA_2of4,0.18122174,bortezomib
2711,Metadata_batch,4,6.289496266,1.572374066,4.62369298,0.001388863,Nuclei_RadialDistribution_MeanFrac_RNA_2of4,2.857340699,bortezomib
2712,Metadata_clone_number,8,33.99995314,4.249994143,12.49745115,2.47E-14,Nuclei_RadialDistribution_MeanFrac_RNA_2of4,13.60776856,bortezomib
2713,Metadata_clone_type_indicator,1,74.60904112,74.60904112,147.7187225,1.73E-25,Nuclei_RadialDistribution_RadialCV_AGP_1of4,24.76192809,bortezomib
2714,Metadata_treatment_time,1,0.155237325,0.155237325,0.307354966,0.57996325,Nuclei_RadialDistribution_RadialCV_AGP_1of4,0.236599525,bortezomib
2715,Metadata_batch,4,2.777659689,0.694414922,1.374874729,0.244200279,Nuclei_RadialDistribution_RadialCV_AGP_1of4,0.612253844,bortezomib
2716,Metadata_clone_number,8,8.116829621,1.014603703,2.008817706,0.047420817,Nuclei_RadialDistribution_RadialCV_AGP_1of4,1.324030964,bortezomib
2717,Metadata_clone_type_indicator,1,76.7238467,76.7238467,216.9071945,3.36E-33,Nuclei_RadialDistribution_RadialCV_AGP_2of4,32.4734356,bortezomib
2718,Metadata_treatment_time,1,0.237445757,0.237445757,0.671286638,0.413635342,Nuclei_RadialDistribution_RadialCV_AGP_2of4,0.383382361,bortezomib
2719,Metadata_batch,4,2.990908046,0.747727011,2.113910802,0.08068296,Nuclei_RadialDistribution_RadialCV_AGP_2of4,1.093218179,bortezomib
2720,Metadata_clone_number,8,31.87072829,3.983841036,11.26277969,5.40E-13,Nuclei_RadialDistribution_RadialCV_AGP_2of4,12.26778767,bortezomib
